id,Aerial Duels won,Age,Assists,Attacking options created,Attempted Passes,Blocks,Clearances,Country,Expected Goal Contributions,Interceptions,Open Play Goals,Open Play Expected Goals,Percentage of Passes Completed,Progressive Passes Rec,Progressive Passes,Progressive Carries,Shots,Successful Dribbles,Touches in attacking penalty area,Tackles,Value at beginning of 2020/21 season,Value at beginning of 2021/22 season,Value at beginning of 2022/23 season,Value at beginning of 2023/24 season
861,2.6,28,0.0,0.82,47.3,2.08,3.23,48,0.02,1.1,0.0,0.03,79.5,1.06,3.92,0.78,0.37,0.32,0.74,3.46,6.0,6.0,6.0,3.5
638,0.9,23,0.0,1.43,44.3,1.31,1.19,9,0.05,1.3,0.0,0.02,86.3,0.68,3.47,1.48,0.34,0.28,0.34,2.5,0.2,0.8,1.0,3.0
964,1.8,23,0.0,0.84,54.9,1.28,3.85,26,0.02,0.9,0.08,0.1,85.4,0.32,4.25,1.12,0.32,0.16,0.56,1.76,2.0,2.5,4.0,3.5
718,2.4,31,0.0,0.81,47.4,1.87,3.32,13,0.0,0.7,0.0,0.02,81.9,0.26,2.98,0.68,0.26,0.17,0.34,1.87,6.0,5.0,4.0,1.0
691,1.2,37,0.08,3.19,68.6,1.48,1.32,21,0.08,1.1,0.0,0.03,78.1,7.09,7.17,1.95,0.62,1.09,2.26,2.88,5.0,2.0,2.0,1.5
1336,0.3,31,0.0,2.88,43.9,1.26,0.23,8,0.06,0.5,0.11,0.18,75.0,7.77,5.48,2.06,2.4,1.6,2.74,2.17,60.0,18.0,20.0,10.0
624,1.0,36,0.09,4.64,38.5,0.31,0.72,61,0.19,0.2,0.31,0.3,76.3,7.5,5.08,2.51,2.35,0.69,4.55,0.25,10.0,7.0,7.0,6.0
7,0.2,21,0.12,3.64,32.9,1.2,0.36,45,0.12,0.2,0.24,0.18,66.5,8.14,2.63,5.57,2.39,3.53,3.95,1.74,0.05,8.0,8.0,15.0
256,3.9,26,0.0,0.6,45.2,1.08,5.72,43,0.0,0.8,0.17,0.06,78.1,0.23,2.32,0.74,0.74,0.11,1.64,0.96,0.7,0.8,1.0,8.0
803,0.4,24,0.13,2.86,40.0,1.43,0.45,21,0.11,0.3,0.26,0.11,79.6,4.47,4.02,3.89,1.17,2.07,2.07,1.17,6.5,10.0,10.0,16.0
25,0.2,25,0.31,4.76,33.8,0.94,0.05,48,0.37,0.2,0.52,0.39,75.8,9.63,4.11,3.8,2.55,1.77,5.78,0.68,10.0,9.0,10.0,30.0
336,1.3,30,0.15,2.45,44.2,1.6,1.89,26,0.08,0.7,0.0,0.05,61.3,5.39,4.51,2.33,0.51,0.8,1.75,1.46,5.5,3.0,4.0,1.8
572,1.1,25,0.1,1.75,52.4,1.08,3.04,37,0.06,0.8,0.0,0.01,78.5,4.71,6.37,2.75,0.39,0.69,1.08,2.06,6.0,6.0,5.0,2.5
47,0.3,33,0.26,2.31,33.7,1.84,1.23,61,0.2,1.4,0.0,0.01,72.7,4.65,2.02,1.4,0.26,0.61,1.32,0.97,3.0,2.0,2.0,1.5
1258,2.1,25,0.1,2.31,20.6,0.85,1.1,23,0.06,0.2,0.25,0.24,71.6,4.99,1.6,1.45,1.95,0.8,4.74,1.25,15.0,17.0,17.0,15.0
106,0.6,24,0.09,3.79,38.8,1.33,0.57,37,0.19,0.3,0.38,0.23,78.0,6.55,4.84,2.94,2.37,1.9,2.94,1.33,0.15,3.5,5.0,4.0
349,0.4,37,0.2,4.01,55.9,0.91,0.71,61,0.16,0.7,0.12,0.18,84.8,5.78,7.52,3.31,1.3,0.94,3.38,1.61,5.0,4.0,4.0,4.0
55,1.6,24,0.14,2.08,65.4,1.18,2.21,37,0.14,1.0,0.0,0.05,82.9,1.86,5.36,1.86,0.46,0.29,1.03,1.75,50.0,60.0,60.0,60.0
238,0.6,25,0.08,1.96,34.4,0.81,0.76,61,0.08,0.2,0.08,0.11,75.0,3.31,3.7,1.02,1.4,1.02,1.19,0.76,18.0,9.0,9.0,9.0
213,1.0,20,0.5,2.56,29.1,1.81,0.63,23,0.26,1.2,0.31,0.25,69.5,9.75,2.44,3.19,1.69,2.5,6.75,1.56,0.0,0.0,0.5,18.0
120,0.3,22,0.19,2.98,56.5,0.7,0.35,21,0.11,0.4,0.03,0.14,85.9,3.68,5.31,1.25,1.76,0.96,1.57,1.31,4.0,6.0,7.0,16.0
1074,0.6,22,0.12,2.84,21.6,1.41,0.86,8,0.12,0.8,0.12,0.28,73.6,4.55,1.48,1.6,2.64,2.21,4.73,0.8,3.5,4.0,3.0,25.0
940,3.3,20,0.15,1.4,85.9,0.37,2.73,21,0.04,1.1,0.0,0.11,88.2,0.22,5.16,1.18,0.59,0.07,0.81,0.59,0.0,2.5,5.0,30.0
793,0.4,21,0.22,1.53,39.9,1.46,1.54,23,0.14,1.5,0.0,0.02,79.4,1.02,3.84,0.29,0.44,0.48,0.51,2.34,7.0,9.0,10.0,9.0
72,2.2,31,0.08,1.01,56.8,1.04,3.04,51,0.04,0.7,0.16,0.21,86.8,1.76,3.6,1.92,0.96,0.08,1.6,1.28,1.8,2.2,2.0,1.8
812,0.3,30,0.19,2.02,58.5,0.66,1.12,61,0.16,0.5,0.05,0.05,92.2,7.54,2.29,1.12,0.33,0.98,3.09,2.01,16.0,12.0,12.0,10.0
1470,0.5,21,0.04,1.73,51.4,0.87,1.26,37,0.09,0.8,0.09,0.08,87.6,1.35,4.52,1.87,0.91,0.35,0.65,1.39,7.5,12.0,12.0,20.0
1001,1.6,28,0.12,2.53,72.7,1.65,1.88,21,0.15,1.3,0.03,0.03,82.9,3.03,5.06,2.09,0.41,0.56,0.94,1.91,22.0,42.0,38.0,42.0
1313,0.8,30,0.08,2.17,25.2,0.72,0.24,53,0.11,0.3,0.48,0.77,77.5,7.24,2.07,2.31,3.34,1.27,5.57,1.11,0.9,0.5,1.2,1.0
45,0.8,31,0.07,2.04,50.7,0.83,1.81,61,0.11,1.6,0.0,0.07,82.9,6.74,3.26,2.85,1.04,0.42,1.94,1.6,5.0,5.0,5.0,3.0
1427,0.1,25,0.23,3.55,41.5,0.82,0.23,23,0.15,0.1,0.29,0.18,83.7,4.77,5.3,5.3,1.75,2.97,2.85,1.11,3.0,15.0,15.0,10.0
523,0.6,24,0.06,2.18,57.3,0.91,1.1,61,0.05,1.7,0.0,0.03,88.3,1.04,4.35,0.85,0.76,0.5,0.35,1.07,14.0,12.0,14.0,15.0
232,0.5,21,0.28,4.82,40.4,1.05,0.5,21,0.27,0.4,0.33,0.29,74.5,14.61,3.19,5.04,2.46,1.96,6.75,1.71,40.0,65.0,65.0,120.0
1416,0.3,29,0.29,4.42,68.8,1.12,0.37,3,0.27,0.5,0.12,0.08,81.0,3.26,8.96,2.64,1.07,0.78,0.78,1.61,2.5,2.0,2.0,40.0
1249,0.6,23,0.0,1.08,43.0,1.17,1.24,57,0.01,1.8,0.07,0.06,79.8,2.48,4.33,2.96,0.76,1.24,1.31,2.06,0.275,0.5,0.75,1.2
1285,0.3,26,0.44,5.86,55.0,0.54,0.1,23,0.34,0.1,0.3,0.28,73.5,13.63,4.94,7.9,2.91,3.11,5.92,1.48,50.0,30.0,30.0,60.0
1022,1.0,25,0.09,1.63,71.6,1.6,2.37,61,0.04,1.1,0.0,0.03,84.2,3.71,4.4,1.55,0.35,0.26,0.73,3.37,8.0,8.0,10.0,35.0
533,1.9,25,0.1,2.05,28.9,1.17,1.17,22,0.15,0.4,0.19,0.2,53.9,6.04,2.34,0.29,1.07,0.39,3.41,1.46,2.0,2.0,1.5,2.5
1094,1.7,23,0.0,0.0,35.9,0.88,3.65,37,0.0,1.5,0.0,0.0,84.3,0.11,0.88,0.11,0.11,0.0,0.0,1.88,7.0,7.0,5.0,6.0
1286,3.0,23,0.08,0.6,48.1,1.32,3.13,65,0.05,1.8,0.08,0.06,82.7,0.49,2.86,0.87,0.9,0.57,0.98,1.92,25.0,15.0,13.0,10.0
603,1.2,27,0.0,1.91,37.1,1.53,3.16,21,0.09,1.0,0.0,0.03,62.5,4.12,2.78,0.77,0.57,0.29,1.15,1.63,1.8,2.0,2.5,3.5
465,3.1,31,0.08,1.74,51.8,0.95,3.9,63,0.1,1.5,0.03,0.16,77.1,0.9,3.9,0.76,1.57,0.11,2.05,1.32,13.0,7.0,7.0,10.0
1276,0.6,25,0.06,0.79,29.9,1.22,0.87,6,0.02,1.4,0.06,0.03,80.0,0.46,2.5,0.81,0.52,0.93,0.46,1.63,14.0,20.0,15.0,16.0
788,0.7,24,0.0,2.02,26.1,1.44,0.96,21,0.02,1.2,0.0,0.09,69.1,4.69,2.28,3.0,1.44,1.2,2.52,2.76,1.5,1.2,1.0,1.2
1443,0.8,26,0.03,2.5,62.8,1.76,2.53,53,0.05,1.5,0.09,0.09,82.1,0.54,6.5,0.83,1.88,0.57,0.75,2.36,50.0,40.0,40.0,40.0
997,0.6,37,0.14,4.14,76.7,0.62,0.51,16,0.22,0.6,0.14,0.16,87.9,4.09,8.47,2.35,1.27,1.05,2.14,0.83,10.0,10.0,10.0,10.0
1113,1.7,21,0.0,0.4,40.9,1.53,4.92,23,0.01,1.9,0.0,0.03,81.4,0.05,2.41,0.49,0.33,0.22,0.66,1.31,8.0,25.0,20.0,7.0
60,0.1,22,0.09,3.83,39.7,0.69,0.74,61,0.26,0.3,0.28,0.2,79.3,5.08,5.73,2.31,2.87,1.25,3.05,1.39,2.0,2.5,3.0,20.0
1120,2.1,25,0.06,1.12,47.6,2.2,4.53,5,0.1,1.8,0.0,0.06,68.1,1.51,3.65,1.01,0.69,0.0,1.38,2.14,10.0,4.5,4.5,14.0
92,2.3,30,0.08,2.24,19.7,0.49,1.07,61,0.1,0.0,0.53,0.6,64.2,4.88,0.9,1.44,3.08,0.82,4.72,0.66,50.0,35.0,30.0,20.0
666,1.4,34,0.37,3.38,47.2,1.24,2.25,16,0.27,0.9,0.03,0.1,64.2,7.69,2.79,3.63,1.04,0.87,3.49,2.05,10.0,10.0,10.0,7.0
1635,0.7,30,0.19,5.28,54.2,0.65,0.71,37,0.23,0.6,0.28,0.17,74.4,5.15,5.56,2.84,2.28,1.48,2.44,1.11,6.5,12.0,12.0,12.0
1469,0.4,24,0.06,2.36,50.0,1.8,1.93,37,0.15,1.1,0.0,0.08,73.6,7.78,2.76,3.54,0.9,0.71,1.93,2.25,0.7,2.2,2.5,2.3
194,2.8,33,0.03,2.27,71.7,1.54,1.85,23,0.06,1.5,0.03,0.06,83.6,1.42,9.54,1.27,0.74,0.59,1.08,3.95,10.0,15.0,12.0,9.0
280,1.0,32,0.0,1.66,49.9,1.38,1.62,26,0.09,0.7,0.0,0.02,82.7,2.43,3.2,1.05,0.24,0.85,1.66,1.78,7.0,4.0,2.5,2.5
695,2.3,36,0.19,1.73,12.8,0.82,1.45,21,0.08,0.1,0.15,0.33,52.1,4.9,0.68,0.78,1.31,0.58,3.44,0.48,16.0,5.0,5.0,2.5
1309,0.9,25,0.0,0.36,43.7,0.78,2.24,67,0.0,2.2,0.0,0.02,92.3,0.34,1.79,0.45,0.56,0.56,0.22,2.35,1.0,2.0,5.0,3.5
359,0.1,23,0.28,4.46,33.3,0.91,0.28,62,0.2,0.6,0.08,0.12,77.6,8.81,2.86,3.77,1.83,2.06,4.57,1.71,45.0,30.0,35.0,50.0
1565,0.7,27,0.14,2.19,22.7,0.98,0.65,67,0.15,0.3,0.14,0.23,67.3,4.88,1.81,3.44,1.95,1.86,2.55,1.3,4.0,11.0,9.0,4.0
519,0.1,20,0.4,5.94,58.6,1.34,0.4,26,0.31,0.1,0.2,0.14,77.3,7.85,6.71,3.28,0.79,3.87,2.98,1.24,24.0,70.0,70.0,85.0
1034,0.5,30,0.03,3.32,104.3,1.76,0.35,37,0.11,1.1,0.0,0.03,92.6,2.04,9.81,1.66,0.32,1.28,0.99,3.29,5.5,3.5,5.0,40.0
986,0.7,25,0.21,4.28,37.9,0.77,0.21,23,0.2,0.6,0.21,0.23,78.3,7.84,4.64,3.97,3.12,2.79,3.38,1.32,12.0,16.0,16.0,20.0
847,0.6,35,0.13,4.68,44.8,0.52,0.42,23,0.27,0.1,0.52,0.73,86.1,6.5,5.47,2.72,4.34,0.87,7.18,0.36,25.0,25.0,30.0,25.0
182,1.4,22,0.0,1.28,66.0,1.26,1.97,23,0.02,0.6,0.1,0.07,88.9,2.27,6.07,1.46,0.64,0.64,1.32,1.83,7.0,3.5,3.0,10.0
1580,0.6,28,0.05,1.87,57.3,0.96,1.32,6,0.14,1.5,0.0,0.0,80.4,7.01,4.28,2.55,0.09,0.41,1.59,1.59,5.5,5.0,5.0,5.0
1172,3.1,27,0.08,1.51,22.9,1.44,1.89,49,0.05,0.5,0.08,0.15,62.7,2.5,1.74,0.08,1.29,0.0,2.95,2.5,5.0,7.0,7.0,5.5
110,2.1,27,0.04,0.9,77.9,0.82,2.24,18,0.03,1.1,0.04,0.06,93.7,0.26,4.95,0.99,0.52,0.04,0.73,1.16,1.0,1.5,2.0,40.0
1695,2.5,35,0.05,1.22,54.9,1.76,3.14,45,0.03,1.8,0.03,0.07,82.7,0.27,5.81,1.08,0.86,0.57,1.05,2.22,2.5,1.5,1.2,0.7
1541,0.7,25,0.14,3.22,22.2,1.47,0.7,21,0.11,0.3,0.28,0.34,74.2,6.36,1.54,2.38,2.59,2.24,3.56,1.68,5.0,9.0,10.0,6.0
42,1.3,28,0.0,1.8,42.8,0.92,2.63,1,0.09,1.2,0.05,0.03,78.4,4.1,3.04,1.43,0.55,0.55,1.29,1.66,0.8,2.2,3.0,2.5
746,0.4,29,0.22,3.39,27.0,0.36,0.07,3,0.15,0.2,0.29,0.33,79.8,5.53,3.16,1.58,1.94,1.58,3.73,1.0,30.0,30.0,26.0,12.0
125,0.6,21,0.11,1.86,46.5,1.25,1.54,26,0.13,1.2,0.06,0.09,66.1,4.73,2.68,3.25,1.25,1.71,2.85,2.56,0.15,3.0,5.0,8.0
204,0.2,23,0.23,3.78,43.8,0.45,0.0,1,0.2,0.5,0.34,0.12,72.0,11.25,1.8,4.61,2.25,2.03,3.04,0.9,0.8,1.2,4.0,7.0
1041,0.6,25,0.16,3.3,26.7,1.05,0.39,21,0.12,0.2,0.6,0.61,77.2,7.99,2.75,2.88,3.67,1.78,6.23,0.68,15.0,18.0,12.0,80.0
52,4.5,28,0.04,2.59,22.2,0.99,0.9,58,0.11,0.1,0.45,0.44,60.3,4.35,1.97,1.08,3.81,1.03,6.45,0.63,22.0,18.0,20.0,28.0
1273,2.6,24,0.06,2.75,27.9,1.28,0.24,20,0.08,0.4,0.3,0.42,65.3,9.76,3.11,2.2,2.93,2.32,5.55,0.98,0.4,4.5,6.0,6.0
545,1.9,23,0.0,1.01,34.7,0.9,2.1,68,0.01,0.9,0.12,0.03,60.4,1.62,2.28,0.66,0.3,0.48,0.48,2.28,0.7,0.5,0.5,5.0
68,0.6,30,0.2,1.89,48.6,1.21,2.58,61,0.16,0.8,0.0,0.07,76.8,6.58,2.78,3.8,0.85,1.28,2.65,1.83,10.0,10.0,12.0,15.0
1200,2.8,28,0.0,1.24,39.7,1.18,1.92,21,0.01,1.7,0.0,0.1,74.7,0.89,3.84,0.59,1.03,0.89,1.03,0.89,0.0,3.0,8.0,1.8
507,0.5,23,0.0,2.03,36.8,0.7,1.4,26,0.05,0.9,0.0,0.08,70.5,2.63,3.33,1.05,1.05,0.7,1.58,1.75,1.8,2.5,2.5,2.5
1320,1.9,33,0.0,0.65,46.9,1.11,4.23,61,0.0,1.5,0.0,0.09,80.1,0.13,3.7,0.85,0.98,0.22,0.85,1.65,2.0,1.0,1.0,1.0
329,0.0,27,0.0,4.17,40.0,0.54,0.36,37,0.13,0.7,0.18,0.21,70.4,5.14,3.79,1.62,2.89,0.54,2.71,0.36,1.0,2.2,3.5,3.0
1067,0.8,29,0.19,3.61,30.2,0.41,1.29,26,0.18,0.3,0.38,0.37,61.0,6.78,1.83,0.98,2.97,0.47,4.7,0.25,25.0,28.0,38.0,7.5
183,1.7,23,0.0,1.81,17.6,1.05,0.57,57,0.08,0.2,0.29,0.62,72.3,6.79,0.77,0.86,3.06,1.05,4.88,2.2,0.0,8.0,10.0,8.0
137,2.3,22,0.03,0.37,56.0,1.41,3.42,23,0.02,1.6,0.05,0.1,87.3,0.16,3.69,0.27,0.52,0.08,0.9,1.79,0.5,1.5,3.0,10.0
899,0.9,27,0.49,3.49,69.3,1.05,1.7,28,0.23,1.2,0.0,0.07,75.1,8.49,3.23,2.67,0.81,0.65,2.99,1.54,9.0,10.0,15.0,18.0
796,0.8,28,0.1,3.28,57.6,0.93,1.59,61,0.19,0.8,0.03,0.05,74.0,6.64,4.12,2.46,0.73,0.83,1.63,2.66,30.0,40.0,40.0,30.0
132,1.3,31,0.17,1.45,48.9,1.03,2.17,26,0.06,0.8,0.07,0.05,76.3,3.75,2.51,0.96,0.58,0.45,1.17,1.58,0.6,0.8,1.0,1.5
80,0.6,23,0.27,4.54,47.1,1.59,0.55,23,0.3,1.1,0.18,0.2,66.7,7.37,5.01,1.05,2.41,0.55,2.46,2.32,0.525,2.0,2.5,6.0
1447,1.0,30,0.15,4.41,44.2,1.06,0.56,66,0.24,0.4,0.1,0.17,75.3,5.92,5.76,2.73,2.73,1.82,1.72,1.77,21.0,30.0,28.0,15.0
105,0.1,23,0.12,2.39,63.1,1.08,1.37,37,0.11,1.1,0.0,0.05,84.0,4.35,3.44,2.65,0.71,1.29,1.66,2.36,40.0,28.0,20.0,8.0
1315,1.2,28,0.22,1.81,52.1,1.85,3.09,8,0.13,1.4,0.0,0.05,73.9,3.7,4.32,1.81,0.84,0.97,1.28,3.17,1.2,7.0,6.0,4.0
541,0.4,19,0.0,3.19,26.0,0.52,0.15,16,0.05,0.5,0.3,0.11,84.3,4.74,2.82,1.85,1.63,2.15,3.48,0.74,0.0,2.0,3.0,2.5
1298,0.6,28,0.14,3.05,43.6,0.46,1.7,37,0.13,0.5,0.09,0.07,74.0,4.69,2.76,3.22,0.83,2.67,1.65,1.47,0.4,1.5,1.5,4.8
480,1.2,20,0.19,2.91,39.2,1.46,1.38,1,0.2,0.8,0.19,0.26,72.9,8.15,3.88,2.73,2.42,0.46,3.31,1.19,0.0,0.0,0.05,10.0
165,0.6,19,0.19,3.09,38.7,1.06,0.75,6,0.15,1.0,0.0,0.05,64.1,1.56,3.56,0.56,1.06,0.25,0.31,1.25,0.35,0.0,0.6,7.5
248,1.1,20,0.0,0.54,68.0,1.27,3.16,23,0.01,2.3,0.06,0.05,90.1,0.27,5.0,0.72,0.39,0.33,0.84,1.18,0.0,2.5,15.0,25.0
307,0.9,28,0.06,2.63,15.9,0.79,0.28,48,0.1,0.2,0.34,0.41,64.3,6.24,1.53,1.19,2.78,0.74,6.52,0.62,4.0,3.0,3.0,5.0
446,1.9,24,0.0,0.78,33.9,1.24,3.26,58,0.04,1.2,0.17,0.12,80.6,0.21,2.48,0.17,0.7,0.08,1.16,2.07,0.25,2.5,2.5,8.0
1197,1.8,22,0.0,0.58,56.5,1.74,4.17,35,0.01,1.1,0.0,0.01,88.0,0.25,3.18,0.55,0.15,0.35,0.65,1.34,40.0,28.0,25.0,22.0
858,0.5,30,0.13,3.28,66.4,1.52,0.61,26,0.15,1.0,0.22,0.15,78.0,1.3,5.55,1.08,2.0,0.43,0.95,2.39,18.0,15.0,15.0,6.0
334,1.2,31,0.0,0.8,75.7,0.91,2.23,53,0.02,1.4,0.06,0.09,94.2,0.38,5.44,0.91,0.72,0.44,1.07,1.32,24.0,14.0,14.0,10.0
1543,2.5,32,0.0,0.59,43.2,1.5,4.8,21,0.06,1.2,0.0,0.01,80.4,0.0,1.79,0.09,0.28,0.09,0.94,0.75,7.0,5.0,2.8,1.8
849,1.6,28,0.07,1.17,52.8,0.83,1.73,47,0.01,0.7,0.07,0.07,91.9,0.55,3.6,0.97,0.55,0.35,0.76,0.76,4.0,4.0,5.0,4.0
97,2.0,23,0.15,4.37,37.9,1.86,0.44,23,0.14,0.4,0.34,0.37,75.1,9.2,3.13,3.08,2.4,1.96,4.4,1.37,0.5,12.0,12.0,20.0
1571,2.2,38,0.06,0.79,74.5,1.38,4.3,8,0.02,1.3,0.0,0.08,90.7,0.15,3.7,0.24,0.66,0.12,0.99,1.47,0.1,0.3,0.3,2.0
1678,2.1,28,0.04,1.13,53.7,0.89,3.9,61,0.04,1.9,0.04,0.03,80.7,0.31,5.87,1.24,0.31,0.23,0.62,1.31,24.0,15.0,13.0,15.0
737,2.8,27,0.0,0.85,63.8,0.91,6.08,18,0.04,0.8,0.03,0.07,79.2,0.23,3.4,0.52,0.71,0.16,1.26,1.36,13.0,22.0,25.0,30.0
1075,0.8,24,0.04,2.26,37.5,1.28,1.28,53,0.09,0.6,0.04,0.1,79.6,4.71,3.06,2.15,1.02,1.61,1.9,2.44,1.5,1.0,1.3,45.0
1551,1.4,25,0.2,1.24,23.5,1.76,1.18,52,0.0,0.8,0.0,0.16,72.5,2.75,2.16,2.35,1.76,1.57,1.37,1.76,2.6,3.5,6.0,3.5
421,0.2,23,0.14,3.31,55.9,1.08,0.33,67,0.11,0.5,0.24,0.18,87.4,5.46,3.86,2.45,1.69,1.18,2.64,1.51,18.0,24.0,24.0,26.0
102,1.2,24,0.0,1.41,30.3,1.17,1.0,33,0.02,0.7,0.0,0.07,76.2,2.34,2.76,1.51,1.09,1.17,1.59,2.09,0.55,1.6,2.0,5.0
434,2.3,26,0.11,1.23,56.3,1.13,4.03,67,0.1,1.2,0.0,0.07,85.8,0.3,4.94,0.57,0.83,0.3,0.79,2.68,0.35,2.2,3.0,7.5
74,2.3,27,0.13,2.38,19.0,0.58,0.96,49,0.16,0.1,0.45,0.5,69.1,5.37,0.89,1.79,2.36,1.21,4.28,0.64,20.0,12.0,10.0,12.0
1523,1.0,29,0.23,4.87,43.5,1.13,1.06,21,0.3,0.8,0.23,0.3,72.5,11.83,4.48,3.65,2.45,1.92,4.57,1.76,9.0,9.0,9.0,22.0
909,2.5,28,0.0,0.43,37.6,0.77,5.43,23,0.0,1.4,0.09,0.11,84.4,0.05,1.4,0.14,0.86,0.09,1.31,0.41,35.0,32.0,30.0,22.0
1030,0.7,28,0.0,1.73,37.0,1.07,1.65,37,0.04,1.1,0.0,0.12,75.5,2.97,2.97,0.82,1.57,0.66,1.65,2.39,36.0,40.0,40.0,1.5
228,0.5,28,0.24,6.35,55.6,1.12,1.14,53,0.51,0.7,0.15,0.25,74.4,6.5,7.04,2.46,2.43,0.95,4.18,1.79,90.0,90.0,85.0,75.0
1544,8.2,28,0.0,2.11,24.9,0.98,1.09,7,0.04,0.2,0.27,0.39,55.2,4.84,1.74,1.25,3.15,0.54,5.17,0.71,6.5,7.0,7.0,5.0
918,0.3,30,0.04,1.33,57.0,1.81,1.5,23,0.05,1.3,0.0,0.02,88.2,0.54,5.5,0.5,0.5,0.88,0.15,3.54,1.8,2.5,3.0,3.0
302,0.7,30,0.14,4.89,70.4,1.13,1.48,37,0.2,0.5,0.07,0.05,71.9,3.99,5.68,2.43,0.85,0.25,0.92,2.29,9.5,10.0,10.0,5.0
1461,0.7,32,0.0,3.66,38.2,0.0,0.37,61,0.14,0.4,0.0,0.17,57.2,9.37,2.39,4.96,1.65,0.55,3.31,2.39,2.5,2.0,2.0,1.5
1473,0.9,29,0.06,2.14,58.2,1.21,1.21,67,0.04,1.4,0.06,0.08,84.3,0.77,6.17,0.77,1.54,0.77,0.39,1.49,2.0,2.0,3.0,3.0
1383,0.5,25,0.0,2.09,81.3,1.68,0.42,53,0.19,1.1,0.21,0.14,91.6,2.94,6.4,3.36,1.47,1.47,1.89,1.15,20.0,30.0,28.0,15.0
824,1.1,35,0.0,1.37,37.0,0.65,2.44,5,0.02,0.7,0.0,0.06,82.9,0.49,4.06,0.16,0.49,0.16,0.49,2.44,2.0,1.2,0.8,0.4
762,1.7,24,0.0,1.04,40.2,1.34,4.62,43,0.01,2.3,0.05,0.03,78.0,0.6,2.38,0.89,0.6,0.55,1.14,2.04,5.0,4.0,4.0,3.6
733,2.9,19,0.17,1.95,20.0,0.76,1.19,13,0.09,0.3,0.59,0.6,70.3,6.44,1.61,2.2,4.07,0.68,5.0,0.85,0.0,0.65,1.8,12.0
388,0.5,23,0.14,3.39,49.7,0.92,0.57,53,0.13,0.7,0.07,0.06,79.2,2.52,6.98,2.62,0.82,1.63,0.85,2.34,0.8,4.0,5.0,20.0
235,4.0,22,0.0,0.2,42.9,0.94,4.13,37,0.0,2.9,0.0,0.06,75.3,1.13,1.78,0.38,0.66,0.0,1.13,1.97,0.8,2.5,3.5,10.0
1407,0.8,32,0.2,3.2,41.1,1.56,0.95,37,0.18,0.4,0.07,0.05,80.3,4.48,3.8,2.04,0.88,0.41,1.83,2.1,10.0,8.0,5.0,2.5
1556,3.6,25,0.21,2.91,21.0,0.56,0.53,21,0.16,0.1,0.27,0.48,64.5,5.68,2.03,1.44,2.38,0.79,4.86,0.85,40.0,38.0,45.0,40.0
267,0.5,25,0.3,4.36,29.5,0.4,0.1,48,0.14,0.4,0.0,0.17,77.7,6.78,3.94,3.84,2.43,4.75,3.24,0.51,8.0,9.0,7.5,5.5
305,0.4,22,0.08,3.41,57.3,1.19,0.71,21,0.11,0.3,0.24,0.11,89.6,6.34,5.71,2.54,1.43,0.87,3.49,2.85,17.0,30.0,28.0,22.0
1134,0.6,21,0.36,4.91,46.5,1.51,0.56,23,0.3,0.9,0.07,0.1,69.4,7.96,4.35,3.63,1.67,1.77,2.82,1.9,8.0,18.0,22.0,38.0
1252,1.7,25,0.22,1.51,52.1,1.8,1.3,23,0.16,1.1,0.0,0.08,86.0,5.19,1.95,1.51,0.79,0.43,2.52,2.31,23.0,25.0,20.0,18.0
117,0.6,24,0.0,1.33,41.2,1.19,0.87,61,0.05,0.2,0.0,0.02,80.6,0.87,3.32,0.79,0.55,0.32,0.71,2.14,0.05,0.1,0.5,1.5
1514,3.5,35,0.0,2.95,15.6,0.3,0.44,26,0.12,0.3,0.25,0.3,67.1,3.36,0.94,0.25,2.12,0.1,4.3,0.74,1.2,1.0,1.0,0.9
673,0.7,33,0.0,0.57,25.9,0.54,1.63,21,0.04,0.6,0.0,0.0,83.2,0.54,2.9,0.91,0.0,0.54,0.18,3.26,1.8,0.8,0.6,0.6
249,2.3,28,0.03,0.95,52.9,0.93,4.61,61,0.04,0.8,0.03,0.05,82.5,0.06,3.45,0.23,0.41,0.06,0.7,0.84,1.0,3.5,4.0,8.0
1235,1.6,25,0.04,0.48,60.4,0.89,2.7,37,0.01,0.7,0.04,0.02,91.9,0.14,2.56,0.39,0.28,0.04,0.53,1.49,0.4,4.0,6.0,22.0
1274,1.0,30,0.04,1.62,46.7,1.88,1.99,61,0.04,1.7,0.0,0.01,85.9,0.22,4.27,0.99,0.33,0.77,0.18,1.95,10.0,3.5,4.0,3.0
71,1.7,30,0.13,2.43,47.9,1.18,2.35,8,0.1,1.3,0.0,0.03,75.6,5.08,2.6,1.6,0.88,0.76,0.76,1.51,35.0,18.0,18.0,7.5
94,2.2,22,0.07,1.71,35.5,0.9,1.41,6,0.1,1.4,0.04,0.12,83.3,1.77,2.86,0.98,1.23,0.65,1.88,2.6,1.5,8.0,10.0,45.0
1090,2.7,30,0.0,0.71,39.5,1.31,4.69,37,0.02,0.9,0.04,0.03,78.0,0.17,1.98,0.25,0.3,0.08,0.55,1.35,20.0,12.0,12.0,0.8
33,1.6,21,0.26,2.46,61.2,1.44,2.42,23,0.08,0.9,0.0,0.05,78.7,7.45,3.78,2.61,0.68,1.32,1.66,2.65,1.0,11.0,12.0,18.0
799,1.8,28,0.03,0.87,51.7,1.27,5.04,68,0.03,1.0,0.06,0.09,88.6,0.13,2.52,0.35,0.83,0.19,1.08,1.56,70.0,50.0,50.0,35.0
